,Network,User,Date,Text,Positive,Neutral,Negative,Compound
249,@BBC,I.p.,Fri Sep 22 04:28:10 +0000 2017,RT @gayasktn: @BBC bends the knee to #Tories: #ClimateChange denial is the new holocaust denial @AdamRutherford right to speak out https://…,0.0,1.0,0.0,0.0
250,@BBC,NewSpace Critic,Fri Sep 22 04:27:59 +0000 2017,@JamesLindsay_ @DarkMatterFTL @CBC @CTV_Television @Global_TV @BBC @SkyUK @sky1 @BaronDestructo All options are on table at this point,0.0,1.0,0.0,0.0
251,@BBC,Gaya Sriskanthan,Fri Sep 22 04:27:48 +0000 2017,@BBC bends the knee to #Tories: #ClimateChange denial is the new holocaust denial @AdamRutherford right to speak out https://t.co/XU1XYLJBKr,0.0,1.0,0.0,0.0
252,@BBC,OBAMACLINTONLIBERAL,Fri Sep 22 04:27:41 +0000 2017,@LynnLynniepoo @KeithOlbermann @chrislhayes @maddow @MalcolmNance @amjoyshow @JoeNBC @CNN @Evan_McMullin… https://t.co/c7NGTn0ZUx,0.0,1.0,0.0,0.0
253,@BBC,Johnny English,Fri Sep 22 04:26:10 +0000 2017,"Back to where?This is your citizen, your people.Pls stop to disturb our ?? country.Keep back your people.If u don't… https://t.co/9nl6kXuDCr",0.0,0.776,0.224,-0.5994
254,@BBC,joe noia,Fri Sep 22 04:25:55 +0000 2017,"RT @BBC: Introducing Samantha, a robot with a human-like brain and the ability to 'feel emotion'. ? ? https://t.co/VuEwDBgDGh https://t.co/…",0.133,0.867,0.0,0.3182
255,@BBC,OBAMACLINTONLIBERAL,Fri Sep 22 04:25:12 +0000 2017,@LynnLynniepoo @KeithOlbermann @chrislhayes @maddow @MalcolmNance @amjoyshow @JoeNBC @CNN @Evan_McMullin… https://t.co/mqnIfqv7MF,0.0,1.0,0.0,0.0
256,@BBC,Scott Twist,Fri Sep 22 04:24:28 +0000 2017,RT @JamesLindsay_: @NewSpaceCritic @DarkMatterFTL @CBC @CTV_Television @Global_TV @BBC @SkyUK? @Sky1? Them Brits do love them some good Sci…,0.318,0.682,0.0,0.8156
257,@BBC,James Lindsay,Fri Sep 22 04:24:20 +0000 2017,@NewSpaceCritic @DarkMatterFTL @CBC @CTV_Television @Global_TV @BBC @SkyUK @sky1 @BaronDestructo It would definitel… https://t.co/gKkPrPV8ic,0.0,1.0,0.0,0.0
258,@BBC,#TSCxyz #idampan,Fri Sep 22 04:22:53 +0000 2017,RT @ImPAN0: @idampan @Iron_Man @Marvel @Disney @downeydeppfan @nytimes @CNN @BBC @VShady17 @posheLMIRnaHUI1 #idampan #Wealth #RDJ S #NeverB…,0.0,1.0,0.0,0.0
259,@BBC,#TSCxyz #idampan,Fri Sep 22 04:22:46 +0000 2017,RT @ImPAN0: @idampan @Iron_Man @Marvel @Disney @downeydeppfan @nytimes @CNN @BBC @VShady17 @posheLMIRnaHUI1 #idampan #idaKC #idaCobain #ida…,0.0,1.0,0.0,0.0
260,@BBC,#TSCxyz #idampan,Fri Sep 22 04:22:20 +0000 2017,RT @ImPAN0: @ioTSC @idampan @Iron_Man @Marvel @Disney @downeydeppfan @nytimes @CNN @BBC @VShady17 @posheLMIRnaHUI1 #idampan #DylanImp #C #W…,0.0,1.0,0.0,0.0
261,@BBC,James Lindsay,Fri Sep 22 04:22:17 +0000 2017,@NewSpaceCritic @DarkMatterFTL @CBC @CTV_Television @Global_TV @BBC @SkyUK @sky1 @BaronDestructo Kinda thinking it'… https://t.co/4zoMfIFo6r,0.0,1.0,0.0,0.0
262,@BBC,#TSCxyz #idampan,Fri Sep 22 04:22:14 +0000 2017,RT @ioTSC: @idampan @Iron_Man @Marvel @Disney @downeydeppfan @nytimes @CNN @BBC @VShady17 @posheLMIRnaHUI1 #idampan #idaKapoor #Obama #idaK…,0.0,1.0,0.0,0.0
263,@BBC,2ByQ,Fri Sep 22 04:17:58 +0000 2017,@WilliamWWilson4 @BBC @cnni @MSNBC Fun fact: internet is filled with people that accidentally found random stranger… https://t.co/zInS9qiDmK,0.159,0.725,0.116,0.2263
264,@BBC,JOHNNY ROCK,Fri Sep 22 04:17:39 +0000 2017,@Judy_Cockerton @GraceMurphy2 @OzoneparkPatti @Glafiz @Wraithsword @BBC Chelsea was on @BBC stumping for her causes… https://t.co/k1GhzWJp1G,0.0,1.0,0.0,0.0
265,@BBC,Erin Holley,Fri Sep 22 04:17:33 +0000 2017,RT @JamesLindsay_: @NewSpaceCritic @DarkMatterFTL @CBC @CTV_Television @Global_TV @BBC @SkyUK? @Sky1? Them Brits do love them some good Sci…,0.318,0.682,0.0,0.8156
266,@BBC,Emma Larry,Fri Sep 22 04:17:10 +0000 2017,RT @judithnwana: #Cameroon under attack for subjecting journalists to military trial #FreeAllArrested @UN #UNGA @BBC https://t.co/a5hdo7qAg…,0.0,0.829,0.171,-0.4767
267,@BBC,James Lindsay,Fri Sep 22 04:16:07 +0000 2017,RT @NewSpaceCritic: @JamesLindsay_ @DarkMatterFTL @CBC @CTV_Television @Global_TV @BBC @SkyUK @sky1 @BaronDestructo Well perhaps we should…,0.13,0.87,0.0,0.2732
268,@BBC,Terry Gremillion,Fri Sep 22 04:13:04 +0000 2017,RT @NewSpaceCritic: @JamesLindsay_ @DarkMatterFTL @CBC @CTV_Television @Global_TV @BBC @SkyUK @sky1 @BaronDestructo Well perhaps we should…,0.13,0.87,0.0,0.2732
269,@BBC,NANE,Fri Sep 22 04:11:56 +0000 2017,@IgnacioValle3 @lunfitaquerido @SAYACRISTINA @LTeresitaSilva @lukekolifa @NKollack @AlejoFerre @Nikita_20XVII… https://t.co/Mi7pTkcnAd,0.0,1.0,0.0,0.0
270,@BBC,Dennis Dvernychuk,Fri Sep 22 04:09:55 +0000 2017,@CanadianGreens @GreenPartyUS @caitoz @WeAreChangeNYC @saneprogressive @RedactedTonight @TheRealNews @MintPressNews… https://t.co/iaEXIDt39m,0.0,1.0,0.0,0.0
271,@BBC,NewSpace Critic,Fri Sep 22 04:09:50 +0000 2017,@JamesLindsay_ @DarkMatterFTL @CBC @CTV_Television @Global_TV @BBC @SkyUK @sky1 @BaronDestructo Well perhaps we sho… https://t.co/KuIFD07WwL,0.139,0.861,0.0,0.2732
272,@BBC,Ignacio Valle,Fri Sep 22 04:07:32 +0000 2017,@CarmenClausse @lunfitaquerido @SAYACRISTINA @LTeresitaSilva @lukekolifa @NKollack @AlejoFerre @Nikita_20XVII… https://t.co/fFYetARWKO,0.0,1.0,0.0,0.0
273,@BBC,Animal In The Mirror,Fri Sep 22 04:07:29 +0000 2017,RT: Please follow @Iran_Policy &amp; #IranFreedom. A voice of freedom &amp; opposition 2 the evil Islamist regime currently in power. @CNN @BBC @AFP,0.225,0.623,0.152,0.2732
274,@BBC,#TSCxyz #idampan,Fri Sep 22 04:06:53 +0000 2017,RT @ioTSC: @ImPAN0 @idampan @Iron_Man @Marvel @Disney @downeydeppfan @nytimes @CNN @BBC @VShady17 @posheLMIRnaHUI1 #idampan #idaTupac #idae…,0.0,1.0,0.0,0.0
275,@BBC,#TSCxyz #idampan,Fri Sep 22 04:06:35 +0000 2017,@ImPAN0 @idampan @Iron_Man @Marvel @Disney @downeydeppfan @nytimes @CNN @BBC @VShady17 @posheLMIRnaHUI1 #idampan… https://t.co/F7xrv5fxz9,0.0,1.0,0.0,0.0
276,@BBC,NANE,Fri Sep 22 04:05:36 +0000 2017,@IgnacioValle3 @lunfitaquerido @SAYACRISTINA @LTeresitaSilva @lukekolifa @NKollack @AlejoFerre @Nikita_20XVII… https://t.co/B8ure4aSLR,0.0,1.0,0.0,0.0
277,@BBC,???????? ???? ??,Fri Sep 22 04:02:10 +0000 2017,"RT @BBC: If you've still struggling to do the downward dog, you've got your work cut out. She's 98 by the way. ? ? https://t.co/6HBcSsungS",0.0,0.811,0.189,-0.5994
278,@BBC,James Lindsay,Fri Sep 22 04:00:08 +0000 2017,@NewSpaceCritic @DarkMatterFTL @CBC @CTV_Television @Global_TV @BBC @SkyUK? @Sky1? Them Brits do love them some goo… https://t.co/2u0DsvFUds,0.233,0.767,0.0,0.6767
279,@BBC,Y1964,Fri Sep 22 03:59:47 +0000 2017,@akuma_38 @RafalzKrakowa @tvp_info @annakmakuch @ARomasze @WojciechMucha @EwaBugala @BOYAR1947 @HMaegerle @VenaVein… https://t.co/DDQfs9Vbha,0.0,1.0,0.0,0.0
280,@BBC,SBV,Fri Sep 22 03:59:21 +0000 2017,RT @DENISEVASQUEZ: Worried about my mom! Any news about Cabo Rojo @weatherchannel @msnbc @cnn @abc @bbc @andersoncooper #puertorico #caboro…,0.0,0.878,0.122,-0.3595
281,@BBC,Ignacio Valle,Fri Sep 22 03:58:40 +0000 2017,@lunfitaquerido @LTeresitaSilva @SAYACRISTINA @lukekolifa @NKollack @AlejoFerre @Nikita_20XVII @EnzoCace… https://t.co/kBbyX0CCLk,0.0,1.0,0.0,0.0
282,@BBC,Ignacio Valle,Fri Sep 22 03:57:58 +0000 2017,@CarmenClausse @lunfitaquerido @SAYACRISTINA @LTeresitaSilva @lukekolifa @NKollack @AlejoFerre @Nikita_20XVII… https://t.co/g5lOBiwinl,0.0,1.0,0.0,0.0
283,@BBC,sharon_elle,Fri Sep 22 03:56:20 +0000 2017,RT @lehimesa: @EkbMary @MartinHeinrich @rollcall @BBC Agree. Cattle damage the environment yet cattlemen want to shoot Salt River Wild hors…,0.15,0.63,0.22,-0.4215
284,@BBC,James Lindsay,Fri Sep 22 03:55:49 +0000 2017,"RT @NewSpaceCritic: @JamesLindsay_ @DarkMatterFTL @CBC @CTV_Television @Global_TV @BBC .@CTV_Television @Global_TV should get on board,  th…",0.0,1.0,0.0,0.0
285,@BBC,???? ??????,Fri Sep 22 03:55:36 +0000 2017,"RT @BBC: If you've still struggling to do the downward dog, you've got your work cut out. She's 98 by the way. ? ? https://t.co/6HBcSsungS",0.0,0.811,0.189,-0.5994
286,@BBC,Atharva ??,Fri Sep 22 03:54:56 +0000 2017,RT @imShraddhaK: Goswami who fought against the Casteism to empower Marginalized people.(1950). #ArnabDidIt @ABC @NIH @BBC link: https://t.…,0.0,0.881,0.119,-0.3182
287,@BBC,NewSpace Critic,Fri Sep 22 03:54:39 +0000 2017,"@JamesLindsay_ @DarkMatterFTL @CBC @CTV_Television @Global_TV @BBC .@CTV_Television @Global_TV should get on board,… https://t.co/a7nwLxxBSM",0.0,1.0,0.0,0.0
288,@BBC,Andy Smith,Fri Sep 22 03:54:35 +0000 2017,"RT @CllrBSilvester: This is crazy
Every week #REMOANERS outnumber the #LEAVERS
The @BBC campaign to keep us in the EU,so BBC can keep its E…",0.0,0.909,0.091,-0.34
289,@BBC,Ignacio Valle,Fri Sep 22 03:54:22 +0000 2017,@lunfitaquerido @excursioperon @NKollack @PinUp_Girl15 @mumimumi09 @Nikita_20XVII @lukekolifa @AleLaKuka… https://t.co/ZQDGmMLcuQ,0.0,1.0,0.0,0.0
290,@BBC,daytime viewer,Fri Sep 22 03:53:42 +0000 2017,"@dupr2015 @antonioguterres @realDonaldTrump @EmmanuelMacron @IntlCrimCourt @BBC EU IS KILLING ITS PEOPLE
UN WANTS T… https://t.co/RnQbLfehN8",0.0,0.732,0.268,-0.7297
291,@BBC,The ?mam,Fri Sep 22 03:52:58 +0000 2017,"@sondakikahabere @CNN @BBC @lemondefr yani Pkk'l? olduklar?n? bile bile bunu payla?man ilginç, bu ?ekilde alt taban?n?z? kaybediyorsunuz",0.0,1.0,0.0,0.0
292,@BBC,Jason Shepard,Fri Sep 22 03:52:32 +0000 2017,"RT @khurshid2hasan: They had faked the photos @BBC https://t.co/gqsAQyPkWG
#StopKillingRohingya #RohingyaCrisis #RohingyaGenocide #Burma #M…",0.0,1.0,0.0,0.0
293,@BBC,Michal Alakša,Fri Sep 22 03:52:31 +0000 2017,"RT @khurshid2hasan: They had faked the photos @BBC https://t.co/gqsAQyPkWG
#StopKillingRohingya #RohingyaCrisis #RohingyaGenocide #Burma #M…",0.0,1.0,0.0,0.0
294,@BBC,Lizzy Couture,Fri Sep 22 03:52:29 +0000 2017,"RT @khurshid2hasan: They had faked the photos @BBC https://t.co/gqsAQyPkWG
#StopKillingRohingya #RohingyaCrisis #RohingyaGenocide #Burma #M…",0.0,1.0,0.0,0.0
295,@BBC,Mary Frieson,Fri Sep 22 03:52:28 +0000 2017,"RT @khurshid2hasan: They had faked the photos @BBC https://t.co/gqsAQyPkWG
#StopKillingRohingya #RohingyaCrisis #RohingyaGenocide #Burma #M…",0.0,1.0,0.0,0.0
296,@BBC,Jennifer Smith,Fri Sep 22 03:52:27 +0000 2017,"RT @khurshid2hasan: They had faked the photos @BBC https://t.co/gqsAQyPkWG
#StopKillingRohingya #RohingyaCrisis #RohingyaGenocide #Burma #M…",0.0,1.0,0.0,0.0
297,@NYT,"Jose Tijam, PMP, CSM",Fri Sep 22 04:02:16 +0000 2017,"""In Germany, Blue-Collar Jobs Provide Bulwark to Populism"" via @NYT The New York Times https://t.co/y4UIG2ZDIY #businessnews #business #ne…",0.0,1.0,0.0,0.0
298,@NYT,cherskoubo,Fri Sep 22 03:47:50 +0000 2017,RT @NYT: Latest Obamacare Repeal Effort Is Most Far-Reaching. https://t.co/g0Tdjup2Pr,0.0,1.0,0.0,0.0
299,@NYT,cherskoubo,Fri Sep 22 03:47:14 +0000 2017,RT @NYT: Trump Likened to ‘a Dog Barking’ by North Korea’s Top Envoy. https://t.co/1whMKnUNMN,0.122,0.878,0.0,0.2023
300,@NYT,Quacker,Fri Sep 22 03:38:01 +0000 2017,@JoyceWhiteVance @maddow @NYT dolt they didn't find anything now de m turn on the hot seat,0.0,1.0,0.0,0.0
301,@NYT,Citizen1452,Fri Sep 22 03:27:48 +0000 2017,Kim 2 Trump’s Rocket Man: Mentally Deranged US Dotard via @NYT [Trump never learned action/reaction in grade school] https://t.co/QMbcwDLcjh,0.0,1.0,0.0,0.0
302,@NYT,MS.? MAC?AMERICA?,Fri Sep 22 03:16:36 +0000 2017,"RT @disings: .@CNN @MSNBC @NBC @ABC @washingtonpost @NYT
WHY didn't you share this news??? Didn't fit your narrative, huh?
https://t.co/4d2…",0.0,0.784,0.216,-0.607
303,@NYT,bryan hamm,Fri Sep 22 03:12:22 +0000 2017,@disings @CNN @MSNBC @nbc @ABC @washingtonpost @NYT That's why I love about President Trump,0.259,0.741,0.0,0.6369
304,@NYT,bryan hamm,Fri Sep 22 03:11:23 +0000 2017,"RT @disings: .@CNN @MSNBC @NBC @ABC @washingtonpost @NYT
WHY didn't you share this news??? Didn't fit your narrative, huh?
https://t.co/4d2…",0.0,0.784,0.216,-0.607
305,@NYT,Vicki Jay,Fri Sep 22 03:08:40 +0000 2017,"RT @disings: .@CNN @MSNBC @NBC @ABC @washingtonpost @NYT
WHY didn't you share this news??? Didn't fit your narrative, huh?
https://t.co/4d2…",0.0,0.784,0.216,-0.607
306,@NYT,Rhonda Hurley,Fri Sep 22 03:07:21 +0000 2017,"RT @disings: .@CNN @MSNBC @NBC @ABC @washingtonpost @NYT
WHY didn't you share this news??? Didn't fit your narrative, huh?
https://t.co/4d2…",0.0,0.784,0.216,-0.607
307,@NYT,JuanPonsMoyano???,Fri Sep 22 02:25:33 +0000 2017,@40Andaya @nytimes @thetimes @elpais_espana @LaVanguardia @UHmallorca @diariomallorca @C5N @pagina12 @penguinrandom… https://t.co/KrnTf7niCs,0.0,1.0,0.0,0.0
308,@NYT,"Jose Tijam, PMP, CSM",Fri Sep 22 02:15:54 +0000 2017,"""Megyn Kelly Is Ready for Her Morning Closeup"" via @NYT The New York Times https://t.co/EC5Nvl5uJ3 #businessnews #business #news",0.128,0.872,0.0,0.3612
309,@NYT,SquareOne™,Fri Sep 22 02:11:11 +0000 2017,Megyn Kelly Is Ready for Her Morning Closeup https://t.co/7DkplaYSv5 @NYT https://t.co/3FO3jdRrL6,0.2,0.8,0.0,0.3612
310,@NYT,SquareOne™,Fri Sep 22 02:11:09 +0000 2017,Latest Obamacare Repeal Effort Is Most Far-Reaching https://t.co/opcsrLPCcA @NYT https://t.co/STe9kaA0D2,0.0,1.0,0.0,0.0
311,@NYT,SquareOne™,Fri Sep 22 02:11:06 +0000 2017,"Writing Rupert, Playing Murdoch, Making ‘Ink’ https://t.co/jNyx3ePZrO @NYT https://t.co/MuCpkMjKWe",0.184,0.816,0.0,0.2023
312,@NYT,????,Fri Sep 22 01:58:25 +0000 2017,@BBC?@CNN?@NYT??The Comfort Women Controversy : Sex Slaves or Prostitutes?Gemki Fujii ?????: https://t.co/txFQdIKFiX  @youtube????,0.152,0.848,0.0,0.3612
313,@NYT,Bill Barrow,Fri Sep 22 01:52:20 +0000 2017,------&gt; RT @NYT: The Home Run Explosion Is Not Exactly Beyond Suspicion. https://t.co/AJc33yI2xk,0.0,0.822,0.178,-0.3818
314,@NYT,Michael,Fri Sep 22 01:47:49 +0000 2017,"RT @NYT: Scott Perry, New Knicks G.M., Likes Things ‘Clean and Neat’. https://t.co/asrtLr7n13",0.189,0.811,0.0,0.4215
315,@NYT,A Y O M I D E,Fri Sep 22 01:29:38 +0000 2017,"""Facebook’s Frankenstein Moment"" by KEVIN ROOSE via @NYT https://t.co/9pTkJyC0NM",0.0,1.0,0.0,0.0
316,@NYT,Antonio Velardo,Fri Sep 22 01:29:15 +0000 2017,"""Facebook’s Frankenstein Moment"" via @NYT https://t.co/Hm10gNbJ5H #technology",0.0,1.0,0.0,0.0
317,@NYT,????,Fri Sep 22 01:28:39 +0000 2017,"@BBC?@CNN?@NYT
????????Comfort Women the truth be told: https://t.co/WtPWyXy8AK",0.204,0.796,0.0,0.3182
318,@NYT,AVST-CX-E,Fri Sep 22 01:14:43 +0000 2017,A Glowing Cotton Study That Might Have Deserved Less Glowing Reviews https://t.co/5FpsIBNAiE @nyt #science https://t.co/Gbnxlq0yfL,0.0,1.0,0.0,0.0
319,@NYT,cjland,Fri Sep 22 01:14:39 +0000 2017,A Glowing Cotton Study That Might Have Deserved Less Glowing Reviews https://t.co/dNhG7J7RAb @nyt #science https://t.co/Pr4x4iuLSD,0.0,1.0,0.0,0.0
320,@NYT,Zaire,Fri Sep 22 01:11:44 +0000 2017,RT @NYT: Kim’s Rejoinder to Trump’s Rocket Man: ‘Mentally Deranged U.S. Dotard’. https://t.co/dsbAHVK0lV,0.0,1.0,0.0,0.0
321,@NYT,richard p. mchugh,Fri Sep 22 01:04:05 +0000 2017,RT @NYT: Kim’s Rejoinder to Trump’s Rocket Man: ‘Mentally Deranged U.S. Dotard’. https://t.co/dsbAHVK0lV,0.0,1.0,0.0,0.0
322,@NYT,YMCA Chicago,Fri Sep 22 01:00:05 +0000 2017,"Hey parents, what #apps are your kids and teens using? This @NYT article is a guide on what to look out for: 
https://t.co/VJ1oWSJxoI",0.0,1.0,0.0,0.0
323,@NYT,kmg,Fri Sep 22 00:51:43 +0000 2017,RT @NYT: Kim’s Rejoinder to Trump’s Rocket Man: ‘Mentally Deranged U.S. Dotard’. https://t.co/dsbAHVK0lV,0.0,1.0,0.0,0.0
324,@NYT,ReefScan,Fri Sep 22 00:39:13 +0000 2017,RT @NYT: Building a Better Coral Reef. https://t.co/cHMCuDaPnK,0.326,0.674,0.0,0.4404
325,@NYT,Doc holiday,Fri Sep 22 00:28:47 +0000 2017,@NewtTrump @MSNBC @GeorgiaDirtRoad @nyt @CNN  disgusting ????,0.0,0.638,0.362,-0.5267
326,@NYT,Joey Baker,Fri Sep 22 00:08:24 +0000 2017,@NYT The quotes from tech companies are pro-forma and don’t present _why_ they’re against SESTA.,0.0,1.0,0.0,0.0
327,@NYT,Joey Baker,Fri Sep 22 00:06:38 +0000 2017,"This should have been in the opinion section. https://t.co/j7ccJGudq6 @NYT tows the party line on SESTA, and as usual, against Tech.",0.119,0.881,0.0,0.4019
328,@NYT,Robin,Thu Sep 21 23:42:15 +0000 2017,@cnn @abc @nbc @RachelMaddow @ChrisCuomo @NYT please redeem and apologize @BarackObama @jeffsessions prosecute now!… https://t.co/OhuDmhSrnZ,0.214,0.642,0.144,0.0752
329,@NYT,Lynnette,Thu Sep 21 23:30:28 +0000 2017,@PoliticalShort @veganvecoh @NYT #FakeNews,0.0,1.0,0.0,0.0
330,@NYT,Mugisha Johnson,Thu Sep 21 22:49:20 +0000 2017,"RT @JoyceWhiteVance: @NYT 7/ The inquiry is whether an improper motive, ending the Russia investigation, converted an otherwise proper pers…",0.0,1.0,0.0,0.0
331,@NYT,The American Banker,Thu Sep 21 22:41:31 +0000 2017,@AP @zerohedge Sounds like the @NYT,0.333,0.667,0.0,0.3612
332,@NYT,Leticia Lopez,Thu Sep 21 22:34:49 +0000 2017,"RT @TruckersVote: - - - @NYT says its a long shot to repeal ACA, said same thing about Trump, so Fuck that! Call 202-224-3121 often.

 http…",0.0,0.814,0.186,-0.6988
333,@NYT,Chris King,Thu Sep 21 22:29:10 +0000 2017,"RT @EducatePodcast: Like  @NYT story ""From Prison to PhD?"" Listen to our documentary about college behind bars: https://t.co/W0UTDDibeN @sf…",0.11,0.746,0.145,-0.2023
334,@NYT,rick,Thu Sep 21 22:26:59 +0000 2017,"Good point @CNN @MSNBC @CBS @ABC @CBCNews @WAPO @NYT @TIME what do you say? Waiting but wont hold my breath, as Ur… https://t.co/QktrGUAHuN",0.081,0.919,0.0,0.2382
335,@NYT,#TheResistance ?,Thu Sep 21 22:23:48 +0000 2017,"@AARPadvocates @GaryRayBetz #BabyBoomer #millenials #GrahamCassidy #AARP #mustread ""Boomsday"" by Christopher Buckle… https://t.co/gN9Xv065Sn",0.0,1.0,0.0,0.0
336,@NYT,AKnyc,Thu Sep 21 22:15:36 +0000 2017,RT @NYT: Facebook to Turn Over Russian-Linked Ads to Congress. https://t.co/D2GOWNcxSO,0.0,1.0,0.0,0.0
337,@NYT,Antoni Ferrer,Thu Sep 21 21:58:01 +0000 2017,"RT @ThankYouFromCat: @lemondefr, @NYT, @thetimes . Catalonia is an oppressed country. #CataloniaUnderSiege https://t.co/2FQ7JAp80p",0.0,0.78,0.22,-0.4767
338,@NYT,"Jose Tijam, PMP, CSM",Thu Sep 21 21:57:40 +0000 2017,"""Latest Obamacare Repeal Effort is Most Far-Reaching"" via @NYT The New York Times https://t.co/MO96GMMn1H #health #healthnews #news",0.0,1.0,0.0,0.0
339,@NYT,WhatIsReal,Thu Sep 21 21:48:18 +0000 2017,"The @NYT tries to provoke more protests -  Deaf Man Is Fatally Shot by Oklahoma City Police Officer, Despite Pleas https://t.co/3hVL3WzyPo",0.0,0.652,0.348,-0.8439
340,@NYT,SquareOne™,Thu Sep 21 21:40:25 +0000 2017,Facebook to Turn Over Russian-Linked Ads to Congress https://t.co/L22bKHUhc9 @NYT https://t.co/Esqb9t8lDl,0.0,1.0,0.0,0.0
341,@NYT,SquareOne™,Thu Sep 21 21:40:22 +0000 2017,"Katherine M. Bonniwell, Life Magazine Publisher, Dies at 70 https://t.co/9oq11PBwFY @NYT https://t.co/9FASlHG9v5",0.0,1.0,0.0,0.0
342,@NYT,SquareOne™,Thu Sep 21 21:40:19 +0000 2017,"It’s the U.N.’s Week, but Executives Make It a High-Minded Mingle https://t.co/mgdH8D7R0c @NYT https://t.co/jO8oqgKtKJ",0.0,1.0,0.0,0.0
343,@NYT,SquareOne™,Thu Sep 21 21:40:14 +0000 2017,Ryanair Apologizes Over Mass Cancellations Caused by Pilot Vacations https://t.co/ryC9WeFYlw @NYT https://t.co/6anr8KCFyI,0.185,0.815,0.0,0.3612
344,@NYT,lolo in cali ????,Thu Sep 21 21:31:44 +0000 2017,"@nyt reports... 
must be real news then ?
 https://t.co/cPK1S98m7w",0.0,1.0,0.0,0.0
345,@NYT,genereaux,Thu Sep 21 21:27:48 +0000 2017,"@LindaLeeYou123 @JoyceWhiteVance @NYT We need ""We The People"" to come together is the swamp is ever to be drained..… https://t.co/uTVgfJVcmX",0.0,1.0,0.0,0.0
346,@NYT,TinaMG,Thu Sep 21 21:24:13 +0000 2017,Look at @NYT stirring up the pot...utter BS to say about #alternativeMedia on @youtube #MainStreamMedia #lies https://t.co/7znQtuuJrN,0.0,1.0,0.0,0.0
347,@NYT,Nova Stella,Thu Sep 21 21:16:21 +0000 2017,"RT @OliverSacks: #Autism and the police: let's educate. Thank you for raising our awareness,@stevesilberman and @NYT https://t.co/uSDW1Mqk6J",0.135,0.865,0.0,0.3612
348,@NYT,Barmak Nassirian,Thu Sep 21 21:12:38 +0000 2017,"RT @EducatePodcast: Like  @NYT story ""From Prison to PhD?"" Listen to our documentary about college behind bars: https://t.co/W0UTDDibeN @sf…",0.11,0.746,0.145,-0.2023
349,@NYT,Emily Hanford,Thu Sep 21 21:06:20 +0000 2017,"RT @EducatePodcast: Like  @NYT story ""From Prison to PhD?"" Listen to our documentary about college behind bars: https://t.co/W0UTDDibeN @sf…",0.11,0.746,0.145,-0.2023
350,@NYT,JessRenard,Thu Sep 21 20:57:40 +0000 2017,@antoniovelardo_ @NYT Political ad reg compliance... wasn't a thing prior?,0.0,1.0,0.0,0.0
351,@NYT,Lasstrin45,Thu Sep 21 20:50:54 +0000 2017,"@NYT Since Aryan and Neo_Nazis supported Trump's wild, bombastic pro-war rhetoric during his election, this should alarm all of us.",0.101,0.793,0.106,-0.0258
352,@NYT,A Y O M I D E,Thu Sep 21 20:46:59 +0000 2017,"""Facebook to Turn Over Russian-Linked Ads to Congress"" by SCOTT SHANE and MIKE ISAAC via @NYT https://t.co/rzfYl82vC3",0.0,1.0,0.0,0.0
353,@NYT,Antonio Velardo,Thu Sep 21 20:46:22 +0000 2017,"""Facebook to Turn Over Russian-Linked Ads to Congress"" via @NYT https://t.co/aojKFWitVa #technology",0.0,1.0,0.0,0.0
354,@NYT,DeplorableMe??TRUMP,Thu Sep 21 20:45:44 +0000 2017,"RT @disings: .@CNN @MSNBC @NBC @ABC @washingtonpost @NYT
WHY didn't you share this news??? Didn't fit your narrative, huh?
https://t.co/4d2…",0.0,0.784,0.216,-0.607
355,@NYT,Boriken,Thu Sep 21 20:40:16 +0000 2017,"RT @disings: .@CNN @MSNBC @NBC @ABC @washingtonpost @NYT
WHY didn't you share this news??? Didn't fit your narrative, huh?
https://t.co/4d2…",0.0,0.784,0.216,-0.607
356,@NYT,richard p. mchugh,Thu Sep 21 20:39:34 +0000 2017,"RT @NYT: Bernie Casey, Actor Who Glided Away From Football, Dies at 78. https://t.co/RryTIovUvZ",0.0,1.0,0.0,0.0
357,@NYT,Daisy,Thu Sep 21 20:38:52 +0000 2017,"RT @disings: .@CNN @MSNBC @NBC @ABC @washingtonpost @NYT
WHY didn't you share this news??? Didn't fit your narrative, huh?
https://t.co/4d2…",0.0,0.784,0.216,-0.607
358,@NYT,"Jose Tijam, PMP, CSM",Thu Sep 21 20:38:37 +0000 2017,"""Facebook’s Frankenstein Moment"" via @NYT The New York Times https://t.co/8VILQgLqM2 #news #tech #technews",0.0,1.0,0.0,0.0
359,@NYT,Diane A ?,Thu Sep 21 20:37:26 +0000 2017,"RT @disings: .@CNN @MSNBC @NBC @ABC @washingtonpost @NYT
WHY didn't you share this news??? Didn't fit your narrative, huh?
https://t.co/4d2…",0.0,0.784,0.216,-0.607
360,@NYT,Kathy Ramirez,Thu Sep 21 20:33:43 +0000 2017,"RT @disings: .@CNN @MSNBC @NBC @ABC @washingtonpost @NYT
WHY didn't you share this news??? Didn't fit your narrative, huh?
https://t.co/4d2…",0.0,0.784,0.216,-0.607
361,@NYT,Lasstrin45,Thu Sep 21 20:28:41 +0000 2017,@NYT Umm... what is it?,0.0,1.0,0.0,0.0
362,@NYT,??SHEEPDOG ??,Thu Sep 21 20:17:47 +0000 2017,"RT @disings: .@CNN @MSNBC @NBC @ABC @washingtonpost @NYT
WHY didn't you share this news??? Didn't fit your narrative, huh?
https://t.co/4d2…",0.0,0.784,0.216,-0.607
